Housing type,Occupancy status,Income class,Heating energy,Energy performance,Income class owner,Stock 2018
Multi-family,Landlords,C4,Natural gas,C,C3,4904.321947
Multi-family,Landlords,C5,Natural gas,C,C3,0
Multi-family,Landlords,C1,Natural gas,B,C3,3267.83474
Multi-family,Landlords,C2,Natural gas,B,C3,1694.432828
Multi-family,Landlords,C3,Natural gas,B,C3,3388.865656
Multi-family,Landlords,C4,Natural gas,B,C3,2420.618326
Multi-family,Landlords,C5,Natural gas,B,C3,1331.340079
Multi-family,Landlords,C1,Natural gas,A,C3,2094.87994
Multi-family,Landlords,C2,Natural gas,A,C3,2094.87994
Multi-family,Landlords,C3,Natural gas,A,C3,2094.87994
Multi-family,Landlords,C4,Natural gas,A,C3,2094.87994
Multi-family,Landlords,C5,Natural gas,A,C3,2094.87994
Multi-family,Landlords,C1,Natural gas,G,C4,11516.06542
Multi-family,Landlords,C2,Natural gas,G,C4,8664.783548
Multi-family,Landlords,C3,Natural gas,G,C4,5119.333215
Multi-family,Landlords,C4,Natural gas,G,C4,1126.128144
Multi-family,Landlords,C5,Natural gas,G,C4,1669.171094
Multi-family,Landlords,C1,Natural gas,F,C4,15269.11346
Multi-family,Landlords,C2,Natural gas,F,C4,11102.94403
Multi-family,Landlords,C3,Natural gas,F,C4,4980.201193
Multi-family,Landlords,C4,Natural gas,F,C4,2195.250091
Multi-family,Landlords,C5,Natural gas,F,C4,2627.781944
Multi-family,Landlords,C1,Natural gas,E,C4,18852.00155
Multi-family,Landlords,C2,Natural gas,E,C4,22991.73729
Multi-family,Landlords,C3,Natural gas,E,C4,19152.09358
Multi-family,Landlords,C4,Natural gas,E,C4,11548.72536
Multi-family,Landlords,C5,Natural gas,E,C4,3467.691985
Multi-family,Landlords,C1,Natural gas,D,C4,18850.28067
Multi-family,Landlords,C2,Natural gas,D,C4,10397.92974
Multi-family,Landlords,C3,Natural gas,D,C4,19053.23504
Multi-family,Landlords,C4,Natural gas,D,C4,4780.071662
Multi-family,Landlords,C5,Natural gas,D,C4,2256.568834
Multi-family,Landlords,C1,Natural gas,C,C4,8857.747513
Multi-family,Landlords,C2,Natural gas,C,C4,3089.59476
Multi-family,Landlords,C3,Natural gas,C,C4,5730.231291
Multi-family,Landlords,C4,Natural gas,C,C4,8877.86711
Multi-family,Landlords,C5,Natural gas,C,C4,0
Multi-family,Landlords,C1,Natural gas,B,C4,5915.47677
Multi-family,Landlords,C2,Natural gas,B,C4,3067.284251
Multi-family,Landlords,C3,Natural gas,B,C4,6134.568502
Multi-family,Landlords,C4,Natural gas,B,C4,4381.834644
Multi-family,Landlords,C5,Natural gas,B,C4,2410.009054
Multi-family,Landlords,C1,Natural gas,A,C4,2094.87994
Multi-family,Landlords,C2,Natural gas,A,C4,2094.87994
Multi-family,Landlords,C3,Natural gas,A,C4,2094.87994
Multi-family,Landlords,C4,Natural gas,A,C4,2094.87994
Multi-family,Landlords,C5,Natural gas,A,C4,2094.87994
Multi-family,Landlords,C1,Natural gas,G,C5,26862.42464
Multi-family,Landlords,C2,Natural gas,G,C5,20211.51206
Multi-family,Landlords,C3,Natural gas,G,C5,11941.37908
Multi-family,Landlords,C4,Natural gas,G,C5,2626.81144
Multi-family,Landlords,C5,Natural gas,G,C5,3893.515805
Multi-family,Landlords,C1,Natural gas,F,C5,35616.80091
Multi-family,Landlords,C2,Natural gas,F,C5,25898.77586
Multi-family,Landlords,C3,Natural gas,F,C5,11616.83911
Multi-family,Landlords,C4,Natural gas,F,C5,5120.649976
Multi-family,Landlords,C5,Natural gas,F,C5,6129.57567
Multi-family,Landlords,C1,Natural gas,E,C5,43974.26137
Multi-family,Landlords,C2,Natural gas,E,C5,53630.6271
Multi-family,Landlords,C3,Natural gas,E,C5,44674.25736
Multi-family,Landlords,C4,Natural gas,E,C5,26938.60735
Multi-family,Landlords,C5,Natural gas,E,C5,8088.753509
Multi-family,Landlords,C1,Natural gas,D,C5,43970.24723
Multi-family,Landlords,C2,Natural gas,D,C5,24254.25644
Multi-family,Landlords,C3,Natural gas,D,C5,44443.65947
Multi-family,Landlords,C4,Natural gas,D,C5,11150.01609
Multi-family,Landlords,C5,Natural gas,D,C5,5263.682343
Multi-family,Landlords,C1,Natural gas,C,C5,20661.62064
Multi-family,Landlords,C2,Natural gas,C,C5,7206.802268
Multi-family,Landlords,C3,Natural gas,C,C5,13366.3626
Multi-family,Landlords,C4,Natural gas,C,C5,20708.5517
Multi-family,Landlords,C5,Natural gas,C,C5,0
Multi-family,Landlords,C1,Natural gas,B,C5,13798.46702
Multi-family,Landlords,C2,Natural gas,B,C5,7154.760678
Multi-family,Landlords,C3,Natural gas,B,C5,14309.52136
Multi-family,Landlords,C4,Natural gas,B,C5,10221.08668
Multi-family,Landlords,C5,Natural gas,B,C5,5621.597675
Multi-family,Landlords,C1,Natural gas,A,C5,2094.87994
Multi-family,Landlords,C2,Natural gas,A,C5,2094.87994
Multi-family,Landlords,C3,Natural gas,A,C5,2094.87994
Multi-family,Landlords,C4,Natural gas,A,C5,2094.87994
Multi-family,Landlords,C5,Natural gas,A,C5,2094.87994
Multi-family,Landlords,C1,Oil fuel,G,C1,1054.728245
Multi-family,Landlords,C2,Oil fuel,G,C1,793.5863168
Multi-family,Landlords,C3,Oil fuel,G,C1,468.8671987
Multi-family,Landlords,C4,Oil fuel,G,C1,103.1393203
Multi-family,Landlords,C5,Oil fuel,G,C1,152.875295
Multi-family,Landlords,C1,Oil fuel,F,C1,2025.129651
Multi-family,Landlords,C2,Oil fuel,F,C1,1472.574111
Multi-family,Landlords,C3,Oil fuel,F,C1,660.5198876
Multi-family,Landlords,C4,Oil fuel,F,C1,291.1541697
Multi-family,Landlords,C5,Oil fuel,F,C1,348.5205049
Multi-family,Landlords,C1,Oil fuel,E,C1,250.4778766
Multi-family,Landlords,C2,Oil fuel,E,C1,305.480642
Multi-family,Landlords,C3,Oil fuel,E,C1,254.4650614
Multi-family,Landlords,C4,Oil fuel,E,C1,153.4426039
Multi-family,Landlords,C5,Oil fuel,E,C1,46.07362899
Multi-family,Landlords,C1,Oil fuel,D,C1,232.6474346
Multi-family,Landlords,C2,Oil fuel,D,C1,128.3297433
Multi-family,Landlords,C3,Oil fuel,D,C1,235.152268
Multi-family,Landlords,C4,Oil fuel,D,C1,58.99495232
Multi-family,Landlords,C5,Oil fuel,D,C1,27.85024581
Multi-family,Landlords,C1,Oil fuel,C,C1,130.6082689
Multi-family,Landlords,C2,Oil fuel,C,C1,45.55634744
Multi-family,Landlords,C3,Oil fuel,C,C1,84.49276615
Multi-family,Landlords,C4,Oil fuel,C,C1,130.9049341
Multi-family,Landlords,C5,Oil fuel,C,C1,0
Multi-family,Landlords,C1,Oil fuel,B,C1,0
Multi-family,Landlords,C2,Oil fuel,B,C1,0
Multi-family,Landlords,C3,Oil fuel,B,C1,0
Multi-family,Landlords,C4,Oil fuel,B,C1,0
Multi-family,Landlords,C5,Oil fuel,B,C1,0
Multi-family,Landlords,C1,Oil fuel,A,C1,0
Multi-family,Landlords,C2,Oil fuel,A,C1,0
Multi-family,Landlords,C3,Oil fuel,A,C1,0
Multi-family,Landlords,C4,Oil fuel,A,C1,0
Multi-family,Landlords,C5,Oil fuel,A,C1,0
Multi-family,Landlords,C1,Oil fuel,G,C2,1234.70391
Multi-family,Landlords,C2,Oil fuel,G,C2,929.0015064
Multi-family,Landlords,C3,Oil fuel,G,C2,548.8732917
Multi-family,Landlords,C4,Oil fuel,G,C2,120.7387047
Multi-family,Landlords,C5,Oil fuel,G,C2,178.9614769
Multi-family,Landlords,C1,Oil fuel,F,C2,2370.691703
Multi-family,Landlords,C2,Oil fuel,F,C2,1723.849742
Multi-family,Landlords,C3,Oil fuel,F,C2,773.2290208
Multi-family,Landlords,C4,Oil fuel,F,C2,340.8358443
Multi-family,Landlords,C5,Oil fuel,F,C2,407.9909989
Multi-family,Landlords,C1,Oil fuel,E,C2,293.2186704
Multi-family,Landlords,C2,Oil fuel,E,C2,357.6069427
Multi-family,Landlords,C3,Oil fuel,E,C2,297.8862164
Multi-family,Landlords,C4,Oil fuel,E,C2,179.6255897
Multi-family,Landlords,C5,Oil fuel,E,C2,53.93549487
Multi-family,Landlords,C1,Oil fuel,D,C2,272.3456953
Multi-family,Landlords,C2,Oil fuel,D,C2,150.2275459
Multi-family,Landlords,C3,Oil fuel,D,C2,275.277946
Multi-family,Landlords,C4,Oil fuel,D,C2,69.0616741
Multi-family,Landlords,C5,Oil fuel,D,C2,32.60252826
Multi-family,Landlords,C1,Oil fuel,C,C2,152.8948723
Multi-family,Landlords,C2,Oil fuel,C,C2,53.32994598
Multi-family,Landlords,C3,Oil fuel,C,C2,98.91035845
Multi-family,Landlords,C4,Oil fuel,C,C2,153.2421596
Multi-family,Landlords,C5,Oil fuel,C,C2,0
Multi-family,Landlords,C1,Oil fuel,B,C2,0
Multi-family,Landlords,C2,Oil fuel,B,C2,0
Multi-family,Landlords,C3,Oil fuel,B,C2,0
Multi-family,Landlords,C4,Oil fuel,B,C2,0
Multi-family,Landlords,C5,Oil fuel,B,C2,0
Multi-family,Landlords,C1,Oil fuel,A,C2,0
Multi-family,Landlords,C2,Oil fuel,A,C2,0
Multi-family,Landlords,C3,Oil fuel,A,C2,0
Multi-family,Landlords,C4,Oil fuel,A,C2,0
Multi-family,Landlords,C5,Oil fuel,A,C2,0
Multi-family,Landlords,C1,Oil fuel,G,C3,2724.555749
Multi-family,Landlords,C2,Oil fuel,G,C3,2049.978441
Multi-family,Landlords,C3,Oil fuel,G,C3,1211.169634
Multi-family,Landlords,C4,Oil fuel,G,C3,266.4277074
Multi-family,Landlords,C5,Oil fuel,G,C3,394.9048165
Multi-family,Landlords,C1,Oil fuel,F,C3,5231.279868
Multi-family,Landlords,C2,Oil fuel,F,C3,3803.927958
Multi-family,Landlords,C3,Oil fuel,F,C3,1706.243543
Multi-family,Landlords,C4,Oil fuel,F,C3,752.1044126
Multi-family,Landlords,C5,Oil fuel,F,C3,900.2921369
Multi-family,Landlords,C1,Oil fuel,E,C3,647.0301163
Multi-family,Landlords,C2,Oil fuel,E,C3,789.1123081
Multi-family,Landlords,C3,Oil fuel,E,C3,657.3297431
Multi-family,Landlords,C4,Oil fuel,E,C3,396.370279
Multi-family,Landlords,C5,Oil fuel,E,C3,119.0166011
Multi-family,Landlords,C1,Oil fuel,D,C3,600.970827
Multi-family,Landlords,C2,Oil fuel,D,C3,331.499172
Multi-family,Landlords,C3,Oil fuel,D,C3,607.4412693
Multi-family,Landlords,C4,Oil fuel,D,C3,152.3947399
Multi-family,Landlords,C5,Oil fuel,D,C3,71.94227302
Multi-family,Landlords,C1,Oil fuel,C,C3,337.3850199
Multi-family,Landlords,C2,Oil fuel,C,C3,117.6803683
Multi-family,Landlords,C3,Oil fuel,C,C3,218.2602513
Multi-family,Landlords,C4,Oil fuel,C,C3,338.1513604
Multi-family,Landlords,C5,Oil fuel,C,C3,0
Multi-family,Landlords,C1,Oil fuel,B,C3,0
Multi-family,Landlords,C2,Oil fuel,B,C3,0
Multi-family,Landlords,C3,Oil fuel,B,C3,0
Multi-family,Landlords,C4,Oil fuel,B,C3,0
Multi-family,Landlords,C5,Oil fuel,B,C3,0
Multi-family,Landlords,C1,Oil fuel,A,C3,0
Multi-family,Landlords,C2,Oil fuel,A,C3,0
Multi-family,Landlords,C3,Oil fuel,A,C3,0
Multi-family,Landlords,C4,Oil fuel,A,C3,0
Multi-family,Landlords,C5,Oil fuel,A,C3,0
Multi-family,Landlords,C1,Oil fuel,G,C4,4932.026105
Multi-family,Landlords,C2,Oil fuel,G,C4,3710.897524
Multi-family,Landlords,C3,Oil fuel,G,C4,2192.474958
Multi-family,Landlords,C4,Oil fuel,G,C4,482.2908865
Multi-family,Landlords,C5,Oil fuel,G,C4,714.8618134
Multi-family,Landlords,C1,Oil fuel,F,C4,9469.730573
Multi-family,Landlords,C2,Oil fuel,F,C4,6885.919659
Multi-family,Landlords,C3,Oil fuel,F,C4,3088.664161
Multi-family,Landlords,C4,Oil fuel,F,C4,1361.469149
Multi-family,Landlords,C5,Oil fuel,F,C4,1629.720487
Multi-family,Landlords,C1,Oil fuel,E,C4,1171.262297
Multi-family,Landlords,C2,Oil fuel,E,C4,1428.46132
Multi-family,Landlords,C3,Oil fuel,E,C4,1189.906814
Multi-family,Landlords,C4,Oil fuel,E,C4,717.5146126
Multi-family,Landlords,C5,Oil fuel,E,C4,215.4453927
Multi-family,Landlords,C1,Oil fuel,D,C4,1087.885175
Multi-family,Landlords,C2,Oil fuel,D,C4,600.0840946
Multi-family,Landlords,C3,Oil fuel,D,C4,1099.598053
Multi-family,Landlords,C4,Oil fuel,D,C4,275.8669319
Multi-family,Landlords,C5,Oil fuel,D,C4,130.2308344
Multi-family,Landlords,C1,Oil fuel,C,C4,610.7387328
Multi-family,Landlords,C2,Oil fuel,C,C4,213.0265269
Multi-family,Landlords,C3,Oil fuel,C,C4,395.0975338
Multi-family,Landlords,C4,Oil fuel,C,C4,612.1259723
Multi-family,Landlords,C5,Oil fuel,C,C4,0
Multi-family,Landlords,C1,Oil fuel,B,C4,0
Multi-family,Landlords,C2,Oil fuel,B,C4,0
Multi-family,Landlords,C3,Oil fuel,B,C4,0
Multi-family,Landlords,C4,Oil fuel,B,C4,0
Multi-family,Landlords,C5,Oil fuel,B,C4,0
Multi-family,Landlords,C1,Oil fuel,A,C4,0
Multi-family,Landlords,C2,Oil fuel,A,C4,0
Multi-family,Landlords,C3,Oil fuel,A,C4,0
Multi-family,Landlords,C4,Oil fuel,A,C4,0
Multi-family,Landlords,C5,Oil fuel,A,C4,0
Multi-family,Landlords,C1,Oil fuel,G,C5,11504.46569
Multi-family,Landlords,C2,Oil fuel,G,C5,8656.055815
Multi-family,Landlords,C3,Oil fuel,G,C5,5114.176689
Multi-family,Landlords,C4,Oil fuel,G,C5,1124.993834
Multi-family,Landlords,C5,Oil fuel,G,C5,1667.489797
Multi-family,Landlords,C1,Oil fuel,F,C5,22089.13501
Multi-family,Landlords,C2,Oil fuel,F,C5,16062.12635
Multi-family,Landlords,C3,Oil fuel,F,C5,7204.631548
Multi-family,Landlords,C4,Oil fuel,F,C5,3175.768899
Multi-family,Landlords,C5,Oil fuel,F,C5,3801.493145
Multi-family,Landlords,C1,Oil fuel,E,C5,2732.091561
Multi-family,Landlords,C2,Oil fuel,E,C5,3332.03513
Multi-family,Landlords,C3,Oil fuel,E,C5,2775.581845
Multi-family,Landlords,C4,Oil fuel,E,C5,1673.677727
Multi-family,Landlords,C5,Oil fuel,E,C5,502.5488664
Multi-family,Landlords,C1,Oil fuel,D,C5,2537.605723
Multi-family,Landlords,C2,Oil fuel,D,C5,1399.758787
Multi-family,Landlords,C3,Oil fuel,D,C5,2564.927235
Multi-family,Landlords,C4,Oil fuel,D,C5,643.4884137
Multi-family,Landlords,C5,Oil fuel,D,C5,303.7770147
Multi-family,Landlords,C1,Oil fuel,C,C5,1424.611843
Multi-family,Landlords,C2,Oil fuel,C,C5,496.9066096
Multi-family,Landlords,C3,Oil fuel,C,C5,921.6062378
Multi-family,Landlords,C4,Oil fuel,C,C5,1427.847724
Multi-family,Landlords,C5,Oil fuel,C,C5,0
Multi-family,Landlords,C1,Oil fuel,B,C5,0
Multi-family,Landlords,C2,Oil fuel,B,C5,0
Multi-family,Landlords,C3,Oil fuel,B,C5,0
Multi-family,Landlords,C4,Oil fuel,B,C5,0
Multi-family,Landlords,C5,Oil fuel,B,C5,0
Multi-family,Landlords,C1,Oil fuel,A,C5,0
Multi-family,Landlords,C2,Oil fuel,A,C5,0
Multi-family,Landlords,C3,Oil fuel,A,C5,0
Multi-family,Landlords,C4,Oil fuel,A,C5,0
Multi-family,Landlords,C5,Oil fuel,A,C5,0
Multi-family,Landlords,C1,Wood fuel,G,C1,376.7984329
Multi-family,Landlords,C2,Wood fuel,G,C1,283.5062795
Multi-family,Landlords,C3,Wood fuel,G,C1,167.5013698
Multi-family,Landlords,C4,Wood fuel,G,C1,36.84620608
Multi-family,Landlords,C5,Wood fuel,G,C1,54.61423061
Multi-family,Landlords,C1,Wood fuel,F,C1,972.3745506
Multi-family,Landlords,C2,Wood fuel,F,C1,707.0626754
Multi-family,Landlords,C3,Wood fuel,F,C1,317.1514123
Multi-family,Landlords,C4,Wood fuel,F,C1,139.7989036
Multi-family,Landlords,C5,Wood fuel,F,C1,167.3435916
Multi-family,Landlords,C1,Wood fuel,E,C1,0
Multi-family,Landlords,C2,Wood fuel,E,C1,0
Multi-family,Landlords,C3,Wood fuel,E,C1,0
Multi-family,Landlords,C4,Wood fuel,E,C1,0
Multi-family,Landlords,C5,Wood fuel,E,C1,0
Multi-family,Landlords,C1,Wood fuel,D,C1,0
Multi-family,Landlords,C2,Wood fuel,D,C1,0
Multi-family,Landlords,C3,Wood fuel,D,C1,0
Multi-family,Landlords,C4,Wood fuel,D,C1,0
Multi-family,Landlords,C5,Wood fuel,D,C1,0
Multi-family,Landlords,C1,Wood fuel,C,C1,0
Multi-family,Landlords,C2,Wood fuel,C,C1,0
Multi-family,Landlords,C3,Wood fuel,C,C1,0
Multi-family,Landlords,C4,Wood fuel,C,C1,0
Multi-family,Landlords,C5,Wood fuel,C,C1,0
Multi-family,Landlords,C1,Wood fuel,B,C1,0
Multi-family,Landlords,C2,Wood fuel,B,C1,0
Multi-family,Landlords,C3,Wood fuel,B,C1,0
Multi-family,Landlords,C4,Wood fuel,B,C1,0
Multi-family,Landlords,C5,Wood fuel,B,C1,0
Multi-family,Landlords,C1,Wood fuel,A,C1,0
Multi-family,Landlords,C2,Wood fuel,A,C1,0
Multi-family,Landlords,C3,Wood fuel,A,C1,0
Multi-family,Landlords,C4,Wood fuel,A,C1,0
Multi-family,Landlords,C5,Wood fuel,A,C1,0
Multi-family,Landlords,C1,Wood fuel,G,C2,441.094188
Multi-family,Landlords,C2,Wood fuel,G,C2,331.8829412
Multi-family,Landlords,C3,Wood fuel,G,C2,196.0833014
Multi-family,Landlords,C4,Wood fuel,G,C2,43.13353223
Multi-family,Landlords,C5,Wood fuel,G,C2,63.9334392
Multi-family,Landlords,C1,Wood fuel,F,C2,1138.297629
Multi-family,Landlords,C2,Wood fuel,F,C2,827.7137306
Multi-family,Landlords,C3,Wood fuel,F,C2,371.2691785
Multi-family,Landlords,C4,Wood fuel,F,C2,163.6537695
Multi-family,Landlords,C5,Wood fuel,F,C2,195.8986004
Multi-family,Landlords,C1,Wood fuel,E,C2,0
Multi-family,Landlords,C2,Wood fuel,E,C2,0
Multi-family,Landlords,C3,Wood fuel,E,C2,0
Multi-family,Landlords,C4,Wood fuel,E,C2,0
Multi-family,Landlords,C5,Wood fuel,E,C2,0
Multi-family,Landlords,C1,Wood fuel,D,C2,0
Multi-family,Landlords,C2,Wood fuel,D,C2,0
Multi-family,Landlords,C3,Wood fuel,D,C2,0
Multi-family,Landlords,C4,Wood fuel,D,C2,0
Multi-family,Landlords,C5,Wood fuel,D,C2,0
Multi-family,Landlords,C1,Wood fuel,C,C2,0
Multi-family,Landlords,C2,Wood fuel,C,C2,0
Multi-family,Landlords,C3,Wood fuel,C,C2,0
Multi-family,Landlords,C4,Wood fuel,C,C2,0
Multi-family,Landlords,C5,Wood fuel,C,C2,0
Multi-family,Landlords,C1,Wood fuel,B,C2,0
Multi-family,Landlords,C2,Wood fuel,B,C2,0
Multi-family,Landlords,C3,Wood fuel,B,C2,0
Multi-family,Landlords,C4,Wood fuel,B,C2,0
Multi-family,Landlords,C5,Wood fuel,B,C2,0
Multi-family,Landlords,C1,Wood fuel,A,C2,0
Multi-family,Landlords,C2,Wood fuel,A,C2,0
Multi-family,Landlords,C3,Wood fuel,A,C2,0
Multi-family,Landlords,C4,Wood fuel,A,C2,0
Multi-family,Landlords,C5,Wood fuel,A,C2,0
Multi-family,Landlords,C1,Wood fuel,G,C3,973.3391915
Multi-family,Landlords,C2,Wood fuel,G,C3,732.3485153
Multi-family,Landlords,C3,Wood fuel,G,C3,432.6866399
Multi-family,Landlords,C4,Wood fuel,G,C3,95.18048193
Multi-family,Landlords,C5,Wood fuel,G,C3,141.0785354
Multi-family,Landlords,C1,Wood fuel,F,C3,2511.821113
Multi-family,Landlords,C2,Wood fuel,F,C3,1826.472068
Multi-family,Landlords,C3,Wood fuel,F,C3,819.26004
Multi-family,Landlords,C4,Wood fuel,F,C3,361.1261087
Multi-family,Landlords,C5,Wood fuel,F,C3,432.2790701
Multi-family,Landlords,C1,Wood fuel,E,C3,0
Multi-family,Landlords,C2,Wood fuel,E,C3,0
Multi-family,Landlords,C3,Wood fuel,E,C3,0
Multi-family,Landlords,C4,Wood fuel,E,C3,0
Multi-family,Landlords,C5,Wood fuel,E,C3,0
Multi-family,Landlords,C1,Wood fuel,D,C3,0
Multi-family,Landlords,C2,Wood fuel,D,C3,0
Multi-family,Landlords,C3,Wood fuel,D,C3,0
Multi-family,Landlords,C4,Wood fuel,D,C3,0
Multi-family,Landlords,C5,Wood fuel,D,C3,0
Multi-family,Landlords,C1,Wood fuel,C,C3,0
Multi-family,Landlords,C2,Wood fuel,C,C3,0
Multi-family,Landlords,C3,Wood fuel,C,C3,0
Multi-family,Landlords,C4,Wood fuel,C,C3,0
Multi-family,Landlords,C5,Wood fuel,C,C3,0
Multi-family,Landlords,C1,Wood fuel,B,C3,0
Multi-family,Landlords,C2,Wood fuel,B,C3,0
Multi-family,Landlords,C3,Wood fuel,B,C3,0
Multi-family,Landlords,C4,Wood fuel,B,C3,0
Multi-family,Landlords,C5,Wood fuel,B,C3,0
Multi-family,Landlords,C1,Wood fuel,A,C3,0
Multi-family,Landlords,C2,Wood fuel,A,C3,0
Multi-family,Landlords,C3,Wood fuel,A,C3,0
Multi-family,Landlords,C4,Wood fuel,A,C3,0
Multi-family,Landlords,C5,Wood fuel,A,C3,0
Multi-family,Landlords,C1,Wood fuel,G,C4,1761.95121
Multi-family,Landlords,C2,Wood fuel,G,C4,1325.706767
Multi-family,Landlords,C3,Wood fuel,G,C4,783.2549594
Multi-family,Landlords,C4,Wood fuel,G,C4,172.2969411
Multi-family,Landlords,C5,Wood fuel,G,C4,255.382192
Multi-family,Landlords,C1,Wood fuel,F,C4,4546.931109
Multi-family,Landlords,C2,Wood fuel,F,C4,3306.303392
Multi-family,Landlords,C3,Wood fuel,F,C4,1483.035135
Multi-family,Landlords,C4,Wood fuel,F,C4,653.7151591
Multi-family,Landlords,C5,Wood fuel,F,C4,782.5171714
Multi-family,Landlords,C1,Wood fuel,E,C4,0
Multi-family,Landlords,C2,Wood fuel,E,C4,0
Multi-family,Landlords,C3,Wood fuel,E,C4,0
Multi-family,Landlords,C4,Wood fuel,E,C4,0
Multi-family,Landlords,C5,Wood fuel,E,C4,0
Multi-family,Landlords,C1,Wood fuel,D,C4,0
Multi-family,Landlords,C2,Wood fuel,D,C4,0
Multi-family,Landlords,C3,Wood fuel,D,C4,0
Multi-family,Landlords,C4,Wood fuel,D,C4,0
Multi-family,Landlords,C5,Wood fuel,D,C4,0
Multi-family,Landlords,C1,Wood fuel,C,C4,0
Multi-family,Landlords,C2,Wood fuel,C,C4,0
Multi-family,Landlords,C3,Wood fuel,C,C4,0
Multi-family,Landlords,C4,Wood fuel,C,C4,0
Multi-family,Landlords,C5,Wood fuel,C,C4,0
Multi-family,Landlords,C1,Wood fuel,B,C4,0
Multi-family,Landlords,C2,Wood fuel,B,C4,0
Multi-family,Landlords,C3,Wood fuel,B,C4,0
Multi-family,Landlords,C4,Wood fuel,B,C4,0
Multi-family,Landlords,C5,Wood fuel,B,C4,0
Multi-family,Landlords,C1,Wood fuel,A,C4,0
Multi-family,Landlords,C2,Wood fuel,A,C4,0
Multi-family,Landlords,C3,Wood fuel,A,C4,0
Multi-family,Landlords,C4,Wood fuel,A,C4,0
Multi-family,Landlords,C5,Wood fuel,A,C4,0
Multi-family,Landlords,C1,Wood fuel,G,C5,4109.935111
Multi-family,Landlords,C2,Wood fuel,G,C5,3092.349412
Multi-family,Landlords,C3,Wood fuel,G,C5,1827.023949
Multi-family,Landlords,C4,Wood fuel,G,C5,401.9005995
Multi-family,Landlords,C5,Wood fuel,G,C5,595.7056196
Multi-family,Landlords,C1,Wood fuel,F,C5,10606.19142
Multi-family,Landlords,C2,Wood fuel,F,C5,7712.297774
Multi-family,Landlords,C3,Wood fuel,F,C5,3459.334252
Multi-family,Landlords,C4,Wood fuel,F,C5,1524.858843
Multi-family,Landlords,C5,Wood fuel,F,C5,1825.302981
Multi-family,Landlords,C1,Wood fuel,E,C5,0
Multi-family,Landlords,C2,Wood fuel,E,C5,0
Multi-family,Landlords,C3,Wood fuel,E,C5,0
Multi-family,Landlords,C4,Wood fuel,E,C5,0
Multi-family,Landlords,C5,Wood fuel,E,C5,0
Multi-family,Landlords,C1,Wood fuel,D,C5,0
Multi-family,Landlords,C2,Wood fuel,D,C5,0
Multi-family,Landlords,C3,Wood fuel,D,C5,0
Multi-family,Landlords,C4,Wood fuel,D,C5,0
Multi-family,Landlords,C5,Wood fuel,D,C5,0
Multi-family,Landlords,C1,Wood fuel,C,C5,0
Multi-family,Landlords,C2,Wood fuel,C,C5,0
Multi-family,Landlords,C3,Wood fuel,C,C5,0
Multi-family,Landlords,C4,Wood fuel,C,C5,0
Multi-family,Landlords,C5,Wood fuel,C,C5,0
Multi-family,Landlords,C1,Wood fuel,B,C5,0
Multi-family,Landlords,C2,Wood fuel,B,C5,0
Multi-family,Landlords,C3,Wood fuel,B,C5,0
Multi-family,Landlords,C4,Wood fuel,B,C5,0
Multi-family,Landlords,C5,Wood fuel,B,C5,0
Multi-family,Landlords,C1,Wood fuel,A,C5,0
Multi-family,Landlords,C2,Wood fuel,A,C5,0
Multi-family,Landlords,C3,Wood fuel,A,C5,0
Multi-family,Landlords,C4,Wood fuel,A,C5,0
Multi-family,Landlords,C5,Wood fuel,A,C5,0
Single-family,Homeowners,C1,Power,G,C1,80135.05012
Single-family,Homeowners,C1,Power,F,C1,46730.87916
Single-family,Homeowners,C1,Power,E,C1,122714.8585
Single-family,Homeowners,C1,Power,D,C1,99331.92364
Single-family,Homeowners,C1,Power,C,C1,6443.727256
Single-family,Homeowners,C1,Power,B,C1,0
Single-family,Homeowners,C1,Power,A,C1,0
Single-family,Homeowners,C2,Power,G,C2,121583.4802
Single-family,Homeowners,C2,Power,F,C2,118240.8552
Single-family,Homeowners,C2,Power,E,C2,204137.8383
Single-family,Homeowners,C2,Power,D,C2,79498.97346
Single-family,Homeowners,C2,Power,C,C2,36915.94343
Single-family,Homeowners,C2,Power,B,C2,0
Single-family,Homeowners,C2,Power,A,C2,0
Single-family,Homeowners,C3,Power,G,C3,158503.5734
Single-family,Homeowners,C3,Power,F,C3,135173.024
Single-family,Homeowners,C3,Power,E,C3,213949.483
Single-family,Homeowners,C3,Power,D,C3,211903.1418
Single-family,Homeowners,C3,Power,C,C3,59135.69415
Single-family,Homeowners,C3,Power,B,C3,27228.20603
Single-family,Homeowners,C3,Power,A,C3,0
Single-family,Homeowners,C4,Power,G,C4,86560.50245
Single-family,Homeowners,C4,Power,F,C4,157873.9101
Single-family,Homeowners,C4,Power,E,C4,424712.7047
Single-family,Homeowners,C4,Power,D,C4,322246.3532
Single-family,Homeowners,C4,Power,C,C4,83410.22518
Single-family,Homeowners,C4,Power,B,C4,42218.77138
Single-family,Homeowners,C4,Power,A,C4,0
Single-family,Homeowners,C5,Power,G,C5,97159.0911
Single-family,Homeowners,C5,Power,F,C5,181871.8529
Single-family,Homeowners,C5,Power,E,C5,378570.0789
Single-family,Homeowners,C5,Power,D,C5,343529.4291
Single-family,Homeowners,C5,Power,C,C5,121502.0194
Single-family,Homeowners,C5,Power,B,C5,167805.0669
Single-family,Homeowners,C5,Power,A,C5,161057.6745
